,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
AVDL,-0.02421525,0.018498003,,0.040736332,0.020902393,0.009021995,0.023905008,0.038691551,0.130249183,0.066799992,0.005784613,0.08434929,0.118905929,-0.031643966,0.153382271,-0.043157105,0.103596879,0.068144372,-0.003693353,0.034278386,0.103927174,0.071093726,0.054680552,0.026961643,-0.015501275,0.087086501,0.037474712,0.084350456,0.016265991,0.045205931,-0.008814745,0.087962044,0.022136353,0.000182996,0.001422766,0.011179015,0.084160918,0.024136474,-0.013378795,-0.002436501,-0.003493538,0.033760276,0.029074738,0.028692508,-0.060780684,-0.026067844,0.013767733,-0.034033383,0.030426085,0.008364714,0.067366402,0.014779524,-0.043476216,-0.016816494,0.005096889,0.023898014,-0.068800316,0.005285692,0.062862271,,0.019667902,0.035188208,-0.007473062,-0.001824857,0.105931154,,-0.046648944,0.022818359,-0.005293576,0.131992527,-0.0020306,0.005383151,0.106973143,0.070088402,0.135167733,0.017289568,0.094749592,0.013294074,0.031977768,0.156180249,-0.053492741,-0.036155938,-0.031723133,,0.063762208,0.604704285,0.077529344,0.008209354,0.02604764,,0.206655536,0.10722713,0.260450506,0.144696783,-0.002041015,0.111868155,0.002441081,0.050857931,0.047199991,0.018109126,0.005052422,0.017694162,0.017415612,0.023249218,0.132129064,0.002165032,-0.018155847,0.066351452,-0.010846953,-0.006331298,,0.168006054,0.04727178,-0.020774389,0.02165858,0.059927364,-0.014724591,0.021593547,0.011406556,0.063482416,0.046897017,0.053906449,0.035875009,0.047229996,0.02926887,-0.019964316,0.024857895,,,0.016351422,0.049390215,-0.021831801,-0.015049171,0.034497937,0.015353645,0.016798035,0.058925101,0.015304766,0.229982151,0.051265366,0.038117481,0.066493543,0.058736644,0.02226459,0.0830897,0.020272923,0.028053061,0.063607135,0.068664856,0.060256165,0.027969956,-0.00693694,-0.018997028,0.070404043,0.063765617,0.070572879,,-0.003905695,0.061661163,-0.041254028,,0.013564819,0.038911807,0.016689723,0.150574934,0.021624779,0.089977591,0.048922662
AVDR,0.006683087,0.038393407,-0.011426232,0.010228845,0.062160818,-0.009302643,-0.06011783,0.010267428,0.05211335,0.098188895,0.077707316,0.097439844,0.012542574,0.098515434,0.050772648,0.061054519,0.087887449,-0.256912686,0.042284656,,-0.005352641,0.025750355,0.017455546,0.002408437,0.054550324,0.041982097,0.084570483,0.00798545,0.004970511,0.026162922,0.027796006,0.108847311,-0.007041129,0.006747029,0.003395256,0.006438728,0.096482057,0.028229797,0.014408732,-0.063832304,-0.006775995,-0.004399868,0.057631443,0.043379624,,0.001210211,-0.003049252,-0.117088704,,0.028549088,0.020096871,0.001298719,0.000899928,0.016651228,-0.005219992,-0.037057666,,-0.008404154,-0.006202757,,0.015237098,0.038111167,9.56E-05,-0.013420897,0.067692428,0.015956583,-0.020306739,-0.053252001,-0.003313939,-0.007924116,0.078346792,-0.07223204,0.043734716,0.067919364,0.032957956,0.114509416,0.06088421,0.049120854,0.025069766,0.002366404,-0.033320016,-0.004009706,-0.006699057,-0.016292657,0.376138894,0.220357801,0.446323114,0.042421161,-0.007138332,-0.001286266,0.107790378,0.254826936,0.086445463,0.246112949,-0.036099358,0.03566204,0.059963423,-0.007371803,0.003274313,0.001998323,-0.006017339,-0.000669548,0.047607202,0.001361087,0.13949344,0.029777307,0.021200017,0.624051388,,0.107275498,,-0.01471696,0.044375216,-0.099201159,-0.014017251,0.044407843,0.109122322,0.005562777,0.065250783,-0.000549998,0.05451828,0.044724277,-0.016340633,0.032372998,0.037604545,-0.001600422,0.229658849,-0.025808934,,0.017522085,0.081458536,0.013552365,0.009134806,0.016189832,0.02293436,0.004982619,-0.019217574,-0.011472307,,0.022153655,-0.003277746,0.026787866,0.073700838,0.01344419,0.142511604,0.013162434,0.001085155,0.050633547,0.094092006,-0.0003205,0.046992311,-0.014410006,-0.009044566,0.048153859,0.079254211,,,-0.006711391,0.025131159,0.076273672,0.033323333,0.010696006,0.005065357,0.000913874,0.064981315,0.012934425,0.039677959,-0.015605251
AVEL,0.026515887,-0.004222292,0.053384219,0.027822221,0.137286993,0.106876559,0.012473033,-0.011654573,0.031062779,-0.032463098,0.076512204,0.166478672,0.137041543,0.050527083,0.157288175,-0.00573555,0.069695946,0.108843924,0.023006073,0.069940431,0.151271172,0.053123775,0.033898667,0.117356766,0.139897177,0.086507756,0.050772712,0.048336528,0.094466639,0.005876255,0.051656731,0.184213052,-0.023005189,0.025963407,0.012241178,0.002767982,0.02212007,0.00728404,0.066732163,0.037987882,-0.017126003,0.030041492,0.120186586,0.058678704,-0.034543709,0.194970793,0.132320609,-0.010349684,0.018029363,0.105988213,0.06026769,0.011579731,-0.031181782,0.002714079,0.065641461,0.060854477,-0.006466792,0.062933577,0.024419212,0.029337633,0.011736743,0.021748602,0.048981278,0.00848419,0.206270385,-0.028858813,0.063104113,-0.033973755,0.012525108,0.027704406,0.159031782,0.084680118,0.039997889,0.018575881,-0.023948938,0.157508134,0.034709895,-0.021995556,0.091828342,0.020912067,0.090338796,0.357566346,0.169634696,0.011665799,-0.147914306,0.014158999,0.024685179,0.411758308,0.131844393,0.115092339,0.057123435,0.020570265,0.022760187,0.069687635,0.041913574,0.037554104,0.070628179,-0.029748432,-0.014799223,-0.013590032,0.020735242,0.02834012,0.067762941,0.020144928,0.125951667,0.236547273,0.024435011,0.06959036,0.02617541,0.048387608,-0.027975993,-0.029209767,0.015398896,0.048167287,0.115135497,-0.020142585,-0.006298383,0.006628775,-0.006664321,0.055984542,0.056841566,0.120694934,0.089298752,-0.002427564,0.066685809,-0.001250586,,-0.088129317,0.005808898,0.091808924,-0.033084228,0.110694892,0.031133626,0.040879906,-0.023220802,0.048193911,-0.012485467,-0.035283928,0.06029578,-0.007115186,0.002416726,0.106513638,0.043171336,0.135244677,0.091495532,0.126308536,0.101897096,0.185069819,0.108707428,-0.019931977,0.046551136,-0.003572591,0.076746204,0.053716489,0.012911823,0.014499874,-0.004805343,-0.163660384,0.001797643,0.107827132,-0.092404645,0.074541768,0.02380091,0.07553274,-0.073951329,0.02018062,0.040769522,-0.014148743
AVER,0.039616545,-0.013703486,0.113593393,-0.024044154,0.068259794,-0.005388386,0.231467381,0.009707827,0.028673645,0.001930804,0.054956935,0.171947138,0.048936695,0.101890674,0.072714942,-0.015156156,0.027044511,0.037690608,0.015120062,0.022735846,0.070664685,0.004580864,0.038618941,0.049036171,0.090587993,0.033181413,0.040743937,0.160509061,-0.01284609,0.007556327,0.15065655,0.059128873,0.052401962,0.017241583,-0.030393892,0.016585098,0.010619756,0.011532076,-0.004927313,0.052700135,-0.004738892,0.009184663,0.004744795,-0.016371252,-0.027135859,-0.026072585,,-0.002086331,0.057010711,0.072516972,-0.002384233,0.040827552,0.030853778,0.02771285,0.021901808,0.032820167,,0.003919193,0.028341195,0.021980696,0.028591954,0.059558111,0.046934825,0.017665663,0.153671266,-0.027143063,0.008207521,0.029288639,-0.007658164,0.088849328,0.003819472,0.042415134,0.010451383,-0.022886601,-0.007252685,0.078943853,-0.010082731,0.05161554,0.01435728,0.042500051,0.036732956,0.16180827,0.163196427,0.032707651,-0.068550521,0.018730219,0.068344184,0.138570318,0.451390793,0.113976178,0.042563843,0.032755543,0.01373148,0.070857682,0.0681323,-0.037674984,0.161964114,-0.008564834,-0.029543329,-0.000483944,-0.018691848,0.002632319,0.044540549,0.05153803,0.104282181,0.206203557,0.014016065,0.074041598,0.180712333,-0.00266023,0.037111165,-0.009917453,-0.039076301,0.102991064,0.036050515,-0.030153865,0.029687851,-0.023413899,0.037424649,0.065656881,0.134075208,0.081942216,0.138815669,0.073473025,0.094173278,0.012539045,0.017368403,-0.051889342,0.041254051,0.089519362,-0.045460349,0.0314967,-0.050684601,0.003365589,0.027263967,0.002929008,0.025226996,-0.033078741,-0.034942373,0.04359577,0.049435281,0.033026726,0.097275826,0.140853566,0.100815537,0.117056029,0.190641555,0.102165979,0.175184349,-0.000398479,0.034869613,0.025977361,0.080861,0.013058585,0.026684686,0.102042225,0.00302141,0.12280349,0.063110174,0.049559835,0.071499723,-0.003791622,0.106900434,0.053397106,0.048798044,-0.007859978,0.028249007,0.011465457
AVFL,,,,,,0.011956411,,0.033960346,,-0.018074682,,,,-0.017608745,,-0.03205884,-0.027237707,0.017692474,-0.059937799,,-0.086721168,,,,,0.001097069,-0.007942517,,,,,,,,,-0.036445101,,-0.078067152,,,0.091008571,,0.041935232,,,,,,,,,0.044027413,,-0.034538714,,,,,,,-0.001053355,,-0.028987464,-0.03658281,,0.552539802,0.112389262,,0.024487431,,,,0.042743,-0.022185377,-0.136737732,,0.008011859,,0.184616464,,,-0.007198086,,,0.086312289,,,0.040351871,-0.063032109,0.646369751,0.05649716,,0.005591734,0.017524291,-0.013627279,,,,,,,,-0.001447559,,,0.117229804,,0.046064269,-0.015033382,0.000224006,0.595378957,0.150311565,,0.085023352,,0.097362589,0.251614723,,,-0.00949532,,,0.092890567,0.66560598,0.142171161,,,,,,,0.001809307,-0.014305067,0.04015236,-0.023132431,-0.045590837,0.071852033,-0.028526391,,,,-0.008168099,0.042031232,,-0.050561689,-0.111398639,0.215028255,,0.078871668,,,-0.010715674,,,,0.044796324,,,,,,0.065824007,,,,0.371532501,0.222538914,0.060213828
AVHL,-0.019829367,0.019276767,-0.016406338,0.243522055,-0.004765095,-0.031709714,,0.057697033,0.038783496,0.103956948,0.156027249,0.045168974,0.070426388,,0.201492873,0.058923972,-0.040945478,-0.036765308,0.045180563,,0.03417032,0.055618525,-0.001894841,0.028732037,0.025395387,0.169497815,0.021982168,0.018489233,0.280224943,0.049149711,0.005538343,,0.0004771,0.066890853,0.009003153,0.045905513,-0.002539827,0.05782523,-0.045011546,,-0.003582323,0.01430065,,0.071629674,,0.023322293,0.025541199,0.014433508,,-0.003220928,0.01527372,-0.022560105,-0.032177461,-0.051056989,-0.055464777,-0.037358214,,-0.017872307,,,0.008806952,0.107353796,-0.012392204,-0.015749624,-0.010556656,0.074080694,-0.078712286,-0.098455185,0.044079663,0.043301684,,,0.042484811,0.057327989,0.14793511,0.01876776,-0.029388856,-0.070845659,-0.003215848,0.031214473,0.033503004,0.120030234,0.05286736,0.317443582,0.032453912,0.30825419,0.14217658,0.017219033,0.023071207,,0.319829359,-0.000374232,0.192945322,0.118181886,-0.044985746,-0.011382315,-0.083561198,,0.07270807,-0.000172857,0.066042916,0.037213168,-0.072972425,0.026783839,0.161758699,0.071899463,-0.005045763,,-0.031012979,-0.010506387,,0.035708726,-0.037651443,0.146223146,-0.006777925,-0.058126175,0.032593731,0.121239035,0.057003409,0.042526439,0.028264143,0.028741141,0.018221864,-0.049954403,-0.037233739,-0.076342766,0.132062637,-0.000558329,,-0.020104729,-0.012758088,0.016909912,0.040724536,0.024144126,-0.02173184,0.005106348,0.049592259,0.096966225,,0.038146789,0.097809435,0.000703552,0.025335853,-0.007694203,0.008257555,0.06835254,-0.029160709,0.037819495,0.00534821,,0.048440031,0.004418141,0.000286448,0.012675321,0.028885177,,,,0.082079797,0.054736026,0.00607424,0.027971247,0.034638449,0.094716867,0.176691056,0.02209468,0.011583419,-0.012739783
AVHR,0.033272365,0.036315401,-0.047018793,0.207267487,0.102479903,0.006046595,-0.014669696,0.003659013,0.122295066,0.235337424,0.126671688,0.057704592,0.055659091,-0.05591973,-0.059488673,-0.078838667,0.039147144,-0.001374155,0.070279257,,0.016588675,0.056906937,-0.034850389,-0.041927347,0.097425517,0.038301437,0.094760356,0.212994602,0.046218008,0.02325178,-0.040851068,,0.034216294,-0.044272871,-0.002949885,0.114407848,0.002958524,0.007557242,-0.032574235,,-0.032806415,0.016763629,-0.013871399,0.011991963,-0.166093389,-0.028948343,,-0.005785665,,,-0.012312878,0.015604971,-0.075426332,0.059616083,-0.008069375,-0.064144525,,-0.047529769,-0.028514826,0.018665629,0.030335039,0.01550262,-0.00143171,0.01799749,0.02857144,-0.008462035,0.0249952,-0.023516921,-0.014378589,-0.027111974,0.02868564,,0.056061729,0.024696376,0.211516064,,-0.010815916,0.01565899,0.061276549,-0.03068903,0.022881007,0.045209673,0.037233742,-0.033213538,0.0480931,-0.008155425,0.041887484,-0.012519963,0.001949486,,-0.23375319,0.447719638,0.040468999,0.076261979,-0.016149191,-0.006807447,0.023772181,0.041800592,-0.021052665,-0.012300775,-0.06215688,,0.009392973,0.044761731,0.187407958,0.017035602,-0.006096491,-0.009882017,0.014043092,-0.046038336,-0.021109056,-0.026534255,-0.014320284,-0.015758064,,-0.036327695,,-0.034029649,-0.025965176,0.093384609,0.072344568,0.015403951,-0.000667671,-0.064636352,0.003110563,0.016084411,,0.089752052,,0.005199338,0.009532358,-0.002468514,-0.010452332,0.013746468,-0.036085274,-0.017871799,-0.053953037,0.032982819,0.047098682,0.030813244,-0.023624938,0.059828317,-0.019278021,0.026027737,0.067227276,0.030880464,-0.006062513,0.030306046,-0.009003494,,0.024441503,-0.011489165,0.076336416,0.098412408,0.12550139,0.020935858,-0.194501998,,-0.012225901,0.019708075,,0.067023956,0.176190352,-0.006998236,0.187271734,,-0.012333551,0.005762002
AVJL,0.113442454,0.011972655,-0.000661563,0.154492776,0.07018583,0.047504286,0.026912008,0.02454235,0.019106804,0.034979604,0.051540419,0.090172031,0.054808761,0.007012713,0.100045698,0.045552325,-0.018577864,0.082860954,0.006778602,0.105380512,0.002658327,-0.031159847,0.048630235,0.034001357,0.044982783,0.132442329,0.008177942,0.070790535,0.050736964,0.052440761,0.108719479,0.000227585,0.009438781,0.016161026,0.004287433,0.001505032,0.052206565,0.02247987,-0.004575922,0.065658938,0.007845607,0.050392222,0.015332148,0.001385224,0.029016958,0.024183554,0.067248458,-0.014633846,-0.000853737,-0.025609108,0.023255181,0.001199199,-0.017096746,0.006390943,-0.035752741,0.006048244,-0.066640575,-0.033732675,-0.000966942,-0.008173611,0.014632749,-0.026931189,0.04158675,0.02780612,0.031789333,0.159561238,-0.019387556,0.006401611,-0.024732284,0.021006229,0.212430126,-0.033240634,0.028939456,0.088888428,0.249166241,0.056267264,0.013764148,-0.091656329,0.024295006,0.033055274,0.0375314,-0.011854433,0.035713226,0.285799009,0.174013985,0.451046295,0.12899747,0.030094616,0.014344029,0.062197399,0.201788595,0.179881312,0.436863889,0.156757228,0.000254081,0.003101177,-0.005740859,-0.015378451,0.035457244,0.009553166,-0.006971492,0.003183733,-0.002311546,0.019758573,0.123271172,0.021828268,0.144477816,-0.009522556,-0.037574136,0.010446798,,0.05765846,-0.016221051,-0.033209361,0.015523692,0.117851778,0.120649629,0.088571266,0.020053142,0.05648169,-0.001938145,0.080286528,0.036677684,0.047545759,-0.005297288,-0.001065456,0.128479741,0.056680186,,0.034361316,0.088457428,-0.031262661,0.050190566,0.007356001,0.01245787,0.007403647,0.019791769,-0.050255244,0.228584747,0.014603533,-0.038755417,0.033394702,0.030071278,-0.011457993,0.053053716,0.017680638,0.012167108,0.073647816,0.093189024,,0.056849314,-0.006399959,0.097330771,0.086261996,0.035712639,0.001677255,0.022846752,0.09196836,0.130733543,0.047632921,0.073608634,0.052911505,0.054779145,0.130185718,0.134152815,0.081500716,-0.003708553,-0.018377297
AVJR,0.010966097,0.053599406,-0.114721296,0.1134095,-0.005661976,0.017211136,,0.012033114,0.061007075,0.164830021,0.093079011,0.324091701,0.045731341,0.022260826,0.017973012,0.063883064,-0.004588033,0.026578581,0.003954308,-0.023823487,-0.002766138,-0.069633431,0.030914423,0.062621806,0.041786813,0.118817691,0.07878466,0.092186213,0.078811325,0.00838606,-0.004086766,-0.172068985,-0.017237431,0.017914212,0.038108267,-0.007825229,0.026812282,0.004652018,-0.002174356,-0.009083943,0.019674165,0.023122003,0.034150256,0.025670373,0.044737498,0.012743461,-0.102310591,-0.016756963,0.031288385,-0.025831334,0.010483718,0.001455636,0.001311817,-0.028061168,-0.038460697,0.030640851,0.0001946,-0.024048618,-0.022571661,,-0.027203282,-0.00751036,-0.017081087,-0.000253251,0.189343592,0.022604839,-0.007948855,0.014738204,-0.021095496,0.148694928,0.001327105,-0.003880309,0.080585176,0.092931026,0.088706385,0.233997136,0.005995603,-0.015557862,0.061075657,0.067853199,0.040424434,0.041232749,0.002352191,0.14118753,0.028445294,0.128442904,0.250098785,0.043406173,0.028660137,,0.140851425,0.49278568,0.112777431,0.493249433,0.079021919,0.03379309,-0.009043075,-0.043825537,0.068329187,0.008393684,0.009758992,0.01695719,-0.046186809,0.000983571,0.019900322,0.014064057,0.034342167,0.399739365,0.002852647,0.024095833,0.010132534,0.029126423,0.03723777,0.03169118,-0.028783311,-0.025530802,-0.00807979,0.031697385,0.125658612,0.007521447,-0.074235966,0.062738744,-0.002683824,0.022311722,-0.023017983,0.026442229,0.028973609,0.03557594,,0.008908363,0.025462082,0.009194737,0.027464819,0.035176361,0.013301566,0.013140804,-0.007310087,-0.030936779,0.155887336,0.018461595,0.012193174,0.013074723,0.005266992,0.018501594,0.039599293,0.02255697,0.018012147,0.015943902,0.050185732,0.014514366,0.053048519,-0.010638922,-0.010920715,0.096439532,0.006051326,0.026175132,0.026968808,,0.184539816,0.002796406,0.07828787,-0.005796083,0.014135576,0.038595017,0.11366922,0.06427485,0.01474106,0.010771712
AVKL,0.089522272,0.005182496,,0.003206421,-0.046318314,0.026788626,,0.058205959,0.062087608,0.101214093,0.062696724,-0.023922438,0.002260699,-0.034165284,0.050846457,0.020901762,-0.017141006,,-0.012194688,,0.013802843,0.195411532,0.038111761,,-0.048102492,-0.008368471,0.00454989,,,0.004583137,-0.017374271,,,-0.03845248,0.000893404,0.040863428,-0.079224217,-0.029383831,-0.040765713,-0.004418124,0.063555726,0.063372844,,,,,,-0.035005391,,,0.042699248,0.017022974,,0.001356857,0.031386027,-0.090226502,,0.045245915,-0.038422205,,,,0.037139103,-0.033483427,,0.076219678,0.048156037,,,-0.193817815,,,0.009167104,0.220987233,-0.008875099,,0.039877109,,0.02934922,0.232557754,0.006343698,,,-0.011625604,,,-0.020162516,-0.010139448,0.024426402,,0.044394215,,0.044180072,-0.024460141,0.61497649,0.494112262,,0.022421867,,-0.00274577,0.004939186,,-0.023218129,0.051408454,0.043583526,-0.036885107,0.103077599,,0.123073691,0.016465934,0.116957819,0.034930518,0.048283514,0.010478601,,-0.085122303,,0.000110356,,-0.056632665,,0.013463471,-0.080605644,0.356106509,0.004404805,,,,,0.043383167,,-0.001119003,0.126981263,-0.176449419,0.105446978,-0.007451373,0.040701171,,,0.03361789,,0.082163362,-0.003148072,0.016457762,0.030909263,0.056515824,0.066200656,0.05462456,0.086548919,,0.014449711,,,,0.035848823,,,0.213464528,,0.339407164,0.116271375,0.047249323,-0.752758952,0.080543212,0.071490009,,0.272998592,0.155421364
AVKR,0.046395114,-0.001557168,0.042443869,,-0.016369753,-0.028077052,,0.239577771,0.022551317,-0.006194572,0.023779073,-0.02175141,0.026700679,0.08568164,-0.030940757,0.006106898,-0.007362926,-0.039199169,-0.00155647,,0.016003878,0.019527832,-0.010476417,,-0.008045505,-0.015679429,-0.008950517,0.045913389,-0.017567887,0.000443649,0.031593892,,-0.042031726,-0.000105975,-0.00068795,-0.007845144,-0.025629807,-0.017600991,0.007713815,,-0.031676352,,0.136355428,,-0.009341854,0.007528606,-0.049160284,-0.021636205,,-0.025548822,-0.025108059,,-0.059741709,,-0.008592864,-0.0190602,,0.060631984,,,0.035105477,-0.044550108,0.017359278,0.061309425,-0.04460669,-0.017011022,-0.02331938,0.043730184,0.021743376,0.022026094,,,-0.004214253,-0.011387241,-0.084734644,0.038794476,0.120329009,-0.053638702,0.388513703,0.060187129,-0.02858837,-0.029425198,0.02372498,,-0.029621832,0.031042784,0.048739501,-0.081430331,-0.016109774,-0.195258567,0.016679847,0.026232226,-0.028048407,-0.008515236,0.262723992,0.592482454,,0.050148782,0.005388055,-0.010622265,0.006050687,-0.044796085,-0.129744964,0.009773919,,-0.061503635,0.030170521,-0.07200368,0.01018633,0.023339756,,0.036610139,-0.007698699,0.094199836,,0.100380176,0.204212691,-0.024251352,-0.028363072,-0.036244443,,0.066164839,0.029433475,0.02395791,,,,,,0.019090128,,0.011361699,0.006001464,-0.0001797,0.018708176,-0.021100447,-0.00380868,0.048303104,0.053671466,-0.008481864,0.066150605,-0.012307729,-0.058522607,0.000849846,0.006340985,-0.003802762,0.058627368,0.001945755,0.00324554,,,0.023529272,-0.043246563,,-0.070208971,0.110895936,0.118084343,,-0.004777281,0.061985657,,0.042164862,0.150408676,0.003117884,0.003290532,-0.211941312,-0.014327075,0.134460011
AVL,,,,,,,,0.02263623,,,,,-0.024935851,0.042244888,,,,,,,,,,,,0.002380878,,0.010417796,,,,,0.001495564,,,,0.020836239,,-0.029697221,,0.013289793,,,,,,,,,,-0.04061144,,,,,,,,,,-0.036068561,,,,,,,,-0.031771734,0.176866664,,,,,,,0.027635023,,,,,0.123859172,,,,0.184864545,0.053468356,0.13788614,0.000954388,,,,0.022004811,,,,0.127684425,0.011369714,,-0.047453586,-0.073864434,0.210502735,,-0.017173775,,,-0.110115419,,,,,,-0.105282776,,,,0.002231646,-0.094706373,-0.041868262,,,,,0.430297264,,,,0.000968189,,0.048651229,,,,,-0.066002064,-0.077792334,,,,,0.017376467,0.075939252,,,0.219498108,-0.000446508,-0.047229351,0.026819006,0.010056405,,,,,,,,,,0.098968853,,,,,,,,,
I1L,-0.023156651,-0.023294822,-0.008040937,0.015554523,-0.006698658,-0.032730654,0.079294637,-0.019466861,-0.005202009,0.007058841,0.013194156,0.032000085,-0.011371719,0.011086603,-0.010091612,0.005316746,-0.005703871,-0.037539881,0.017534946,0.005138654,-0.003817709,0.034634814,0.011988061,-0.030340256,-0.001870578,0.011719191,0.000835236,0.034531749,-0.024175053,0.023768181,-0.008827776,0.000981918,-0.002805117,0.094041963,0.009553084,0.033752441,0.014953403,0.023573807,0.04379088,-0.024708894,0.008128423,0.008394104,-0.006090531,-0.013076572,0.098328322,0.018284806,0.053052999,0.138471532,0.131514026,0.029171572,0.031273966,0.016714708,0.035314092,0.003684618,0.012839906,-0.006986522,-0.011766721,0.012552346,-0.013426669,0.389680837,0.031451592,0.01031257,0.009338606,0.0104039,0.056123374,0.001852232,0.010435745,0.031507364,-0.013503937,0.01133818,0.025932382,0.028141924,0.033305507,0.003065239,-0.009804206,0.036083943,0.024655388,0.026622977,0.012947786,0.007078495,-0.001270927,0.005397176,0.011392719,-0.028428016,0.00820115,0.007377576,0.012751647,0.019108832,0.002814444,-0.044837349,0.020165088,0.004366278,0.006879779,0.034202054,0.017249871,-0.027765848,,0.458199317,0.154032995,0.105552136,0.104335207,0.030568565,0.020727516,-0.005763451,0.036081937,-0.016111184,-0.000824582,-0.009641391,-0.034832553,-0.009082173,-0.030077207,0.00929173,0.034189974,-0.164368231,-0.02338446,0.24753025,-0.021224715,0.001297303,-0.007041197,-0.002275425,0.246487195,0.001249528,0.006237224,0.00443976,0.008252478,0.169050969,0.100064697,,,0.010126317,-0.074540778,0.025273533,-0.004837351,0.059988552,0.023011427,0.025074718,-0.001946887,0.01497734,0.005886769,0.007050766,-0.008469765,-0.014292756,-0.005170477,-0.011815716,0.006394386,0.004848699,0.008441672,0.002599797,0.000135872,-0.005427526,0.024372569,0.006208012,-0.024934474,-0.046716965,0.001173246,0.004335533,0.013104179,0.185881242,0.001969957,0.026124921,-0.051868254,-0.016722616,0.00815196,0.01928904,-0.018465333,-0.004491911,0.009260903,0.018681036
I1R,0.10887152,-0.006826034,-0.05946625,0.047764734,0.009350341,0.007388305,-0.034129735,-0.007664663,-0.018839978,0.003169424,0.005873428,0.014477298,-0.001771541,0.034911352,0.027230395,0.001773228,0.024107341,-0.015076368,0.081498731,0.066626221,0.024831916,0.041470095,-0.02391741,-0.035264724,0.019953382,0.002155598,0.005988263,-0.003495643,-0.010733862,0.015228736,0.025557483,0.058711898,0.040114537,0.003695831,0.032664056,0.00229979,-0.018742574,0.014736478,0.017114531,-0.041287078,0.026635175,0.003018609,0.023691008,-0.042359801,0.003504551,0.000631728,-0.003424651,-0.014105543,0.089820816,0.069459349,-0.022245927,-0.01048739,0.003569491,-0.006994478,0.001324625,0.031464055,0.084471572,-0.041021003,-0.000521204,0.043133385,-0.002178618,0.009252857,-0.011095601,0.008491283,0.052701873,0.02097585,0.011594297,0.045063632,-0.024999859,-0.00276929,0.094324804,-0.21191182,-0.01378775,-0.007285742,-0.0238766,0.015907535,0.029482672,0.028491569,0.023514422,0.005471406,-0.001878319,-0.056505499,-0.003523119,0.012280429,-0.001311059,0.009707148,-0.021956843,0.002034926,-0.005351819,0.00328247,0.010838574,-0.007650816,0.005442378,0.045377168,0.025900387,-0.022388261,0.045850717,0.262949039,0.169872635,0.074350795,0.008180036,0.021374073,0.035809491,0.023436911,-0.017824395,0.006085162,-0.01242271,-0.019561336,0.138064248,0.017962871,-0.013748553,0.021199637,0.030102498,0.025205554,0.010972368,0.04302059,0.022049365,0.0097869,0.00775506,-0.003407727,0.062871867,0.011945538,0.02366567,0.000138367,-0.018912625,0.019858167,-0.001860849,-0.042784517,,0.030275321,-0.037715031,0.000470698,0.036090992,0.016256472,0.028977361,0.043483323,0.002402983,0.044094569,-0.003232751,0.00918334,0.006642963,0.011000599,0.01371031,-0.015615123,0.007937497,-0.002139752,-0.011411639,-0.000815664,0.04032815,-0.024378629,0.039344593,0.026741519,0.003280206,-0.023103295,-0.022109505,-0.01360708,0.03293717,0.1079487,-0.041554094,0.042283222,0.007462297,-0.008517195,0.023106026,0.006073611,-0.019487525,-0.020107931,0.020126439,0.016142208
