,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
ASIL,-0.059411203,,-0.003765365,-0.010514492,-0.006882871,0.050764986,0.004349202,-0.047039343,0.113979506,0.460879301,0.225943976,0.216826544,0.003308605,,0.375882241,0.02942832,0.020357294,0.011565031,0.060972671,,-0.012076169,0.045682207,-0.046158614,0.008058692,0.154478434,0.018328391,0.003836105,-0.034926998,0.023793282,0.02171393,0.005657836,,-0.092017918,0.010190192,-0.126383911,0.011195398,-0.01472534,-0.037844738,,0.076827392,-0.027531808,-0.011736548,0.072934636,0.109244942,,,-0.009925446,,,,-0.022361174,0.169729556,0.00315386,0.008215126,-0.011275191,-0.05581652,,-0.037071847,0.033805371,,-0.010955638,-0.013071722,-0.026986078,0.004503566,-0.064737759,-0.037975564,-0.010689228,-0.041103053,-0.026225693,-0.03734609,,,0.045485237,0.073747733,0.024088201,0.021172658,0.050568588,0.014988029,0.055842166,-0.080655534,0.074765629,-0.254014464,0.014387138,,,0.12460966,-0.151128924,0.082481347,-0.008140254,0.039134666,-0.003983618,,0.15763776,0.207397916,-0.057177237,0.002399208,,0.10667474,,0.014947052,-0.038332059,0.00150193,0.038319258,0.017516312,,-0.020471434,0.00635915,,-0.023957383,0.0638513,,-0.052496731,0.041921112,,,0.084667531,0.053200883,0.582853451,0.310499597,0.030368403,-0.052251747,,-0.009038186,0.023842953,,0.04312227,,,,-0.139306786,-0.01407658,-0.027699547,0.05799527,,0.032994284,-0.071648657,0.07029657,-0.00062252,-0.18659226,-0.014808116,0.131370457,-0.035521548,-0.013957073,0.026291829,0.009416585,0.001520081,0.011148515,0.060612819,-0.022540101,,,0.00348584,0.055733739,-0.040234006,,,,,,0.09154726,,0.004597001,-0.001097455,1.54E-05,,0.04359227,0.030389529,-0.080890147
ASIR,-0.068429201,0.057214652,,0.240481415,0.525574099,-0.019856311,,0.004872869,0.078830358,0.108331538,0.247229199,0.207191874,0.084362974,0.005347923,0.049101858,0.459446111,0.00097945,-0.088085933,-0.013159927,,0.023811333,0.013928216,-0.020833434,0.079495199,0.092843349,0.090446545,0.104586565,0.08962601,0.024086388,0.091539628,0.006531294,-0.059377933,0.070533291,-0.040606971,-0.029457926,-0.025158462,0.021200082,0.014525331,0.125375792,-0.053468749,0.019750544,0.015087464,0.218979407,0.156709322,,,,0.031571956,-0.036842595,0.004837571,-0.018510249,-0.0064989,,0.012862888,-0.004110224,0.110416293,-0.076074046,,,,-0.030222041,0.027987602,-0.02314117,0.012797899,,-0.012662159,0.059540491,,0.020003528,0.237383119,,0.000845338,0.097189022,0.031867456,0.18512821,0.005024775,-0.103998077,,-0.008522325,0.087184393,,-0.026411616,-0.055634007,0.048263867,-0.048777109,0.081333466,-0.001668003,0.055392697,0.037735718,0.070183266,0.139985469,,0.131184286,0.167700477,-0.041429193,0.023713379,,0.028584779,0.029143004,-0.05645039,0.030866533,0.004853272,0.18827618,0.027575883,0.363576362,0.038159515,0.030491396,-0.000268772,-0.067621191,0.044733205,,0.038672758,-0.028127945,-0.06582943,0.012769603,0.156888765,0.050888834,0.299835228,0.165041609,-0.001859826,0.547231594,0.218147037,-0.005887992,,,0.08949757,0.031961643,,,-0.001604052,-0.033370154,-0.056563898,-0.070183919,-0.001514146,0.039624565,0.023910188,0.008793373,0.141011971,0.085568888,0.073916009,0.34659106,-0.060751638,-0.083396469,-5.68E-05,0.056367935,0.055672054,,0.091849825,0.249422563,,0.023775576,-0.064162659,0.0453086,,0.02447746,0.059257949,-0.004716118,,0.290040805,0.032301294,,0.014722233,0.037573781,0.105961884,0.09397524,0.026372728,0.049914405,0.02246701
ASJL,0.014985997,-0.090488965,0.015651485,0.109943412,-0.017243985,0.008690092,0.062316423,-0.004735485,0.058480643,-0.035891338,-0.020027743,0.023222144,0.011935786,-0.008234863,-0.096169092,0.018184351,0.369475684,-0.052696681,0.006961002,,0.297482387,0.056697859,0.033569135,0.056538411,0.044243248,0.060609269,0.062165636,0.062749673,-0.035298905,0.047498578,,,0.009375929,-0.001323409,-0.013671684,-0.001888735,-0.006539655,-0.019197912,,-0.030037287,0.023889182,0.003941733,-0.000789096,,-0.060666555,,,-0.03334712,0.010459709,-0.005827611,0.029444631,0.036630162,-0.108321972,-0.019616181,0.023206547,,,,,,0.009032914,-0.007885404,0.051141798,-0.003952487,-0.025934187,0.065478627,-0.026112725,-0.135226434,-0.011276908,-0.010345374,,,,0.035174438,0.013798727,0.071179418,-0.002639539,0.066121002,0.006134639,0.015550097,,0.02008085,-0.388395706,-0.016634236,0.07244468,0.076649702,0.206803279,2.14E-05,0.02611445,,0.077539639,0.045773175,0.001621759,-0.002762789,-0.029753998,0.017539449,,,,-0.003464878,-0.072152868,,0.001839749,-0.022583424,0.100030677,0.025284823,-0.001804395,0.270431331,0.234987998,0.01074651,-0.01523016,0.135381934,0.009452929,,-0.071329938,,-0.017411859,0.011888895,0.231518911,-0.062238548,0.136250506,,-0.023083244,0.059152416,-0.05791771,-0.004245777,,,,-0.021898405,,0.022118028,0.021849193,0.124050152,-0.016675162,-0.002428185,0.033182888,-0.01686412,0.234305582,0.023916986,0.087906122,0.092494846,0.048086691,0.119957817,0.079223168,0.031102869,0.085463724,0.108914753,-0.022910885,,0.062792702,0.06091112,-0.010244634,,0.065229918,0.132012746,,,0.091360112,0.042431958,,0.051166802,-0.004020768,0.02131042,0.007211109,,0.011846284,-0.011717062
ASJR,,,,0.062448638,0.054403933,-0.046481395,,,0.025812684,0.017861577,0.038809315,0.067813063,0.099002103,0.071533022,0.000272825,0.069118454,0.093519126,0.285692477,0.015085997,,0.166135869,-0.15859083,-0.027846213,-0.006481317,0.299933123,0.006656228,,0.069967937,0.056706436,-0.02143823,0.028188423,,-0.021043869,-0.006934452,,-0.001875501,-0.053090327,-0.030775871,,0.004913802,-0.012285322,-0.000746242,-0.013786274,,,,,,,,0.022254788,0.122117511,-0.021614663,-0.01792072,,,,0.041957482,0.031488201,,0.02877185,0.008857376,-0.014115756,0.006892947,-0.069128515,,-0.024471921,,-0.031785025,0.008555199,,,0.164488279,0.043201862,0.072128556,-0.019821495,0.159181539,,0.301225443,-0.018173285,-0.073129685,-0.045125459,0.033569807,,0.022416178,0.016372611,-0.022796219,-0.049357937,0.0104281,-0.007317757,-0.029182837,0.013513333,0.010884032,0.052521465,-0.01582155,0.057484774,,0.00327024,,-0.037291059,-0.03408425,,-0.035501,-0.007130586,0.275945481,-0.004375708,,-0.024327556,0.139203954,0.027203389,,0.061955444,0.092875169,0.092524267,,0.08163009,-0.143276974,-0.014496806,0.164821946,,,,0.012113468,,,,,,,0.014856483,0.029200579,-0.020565223,0.041536974,-0.105047561,0.052378861,0.000587873,0.01029569,0.137302619,0.035096563,-0.013835383,,0.121076811,0.134403836,-0.011230803,0.099480292,0.005564033,,-0.036364661,0.018401136,,0.114356441,-0.047427406,,,0.071578014,0.06902634,,,,,0.015163996,0.059385033,0.111487929,0.103772606,-0.007825562,0.07824432,-0.024864482,-0.002892153
ASKL,,-0.009644242,0.146461222,0.108335821,0.121842341,-0.201419368,0.003096954,-0.020815154,0.065493613,-0.015388368,0.017941694,0.089573269,0.05981158,0.018422367,,0.01488631,-0.047553574,0.157840479,0.34071696,,0.009509641,0.044597632,-0.012146818,-0.033586979,0.092580794,0.070121713,-0.027625284,0.013575189,,-0.0004769,-0.052938746,,0.035116979,0.01870776,-0.034699799,0.02543569,0.002561397,-0.00920496,0.045178906,,0.007628532,-0.016377585,,,0.042069757,-0.024405082,,0.066198351,0.046131126,-0.010261673,0.037402121,0.024114491,-0.069414779,-0.01438211,,-0.026071025,,0.011980549,0.052774259,,0.005681098,0.034794359,0.065630469,0.071541811,,,-0.162762547,,-0.034951641,0.017984096,-0.204757161,,0.000931906,-0.011575668,0.061792263,0.020494317,,0.005440089,0.02471073,-0.080569206,0.00766817,0.067024124,-0.06908251,,0.189705949,0.024031414,-0.00487299,0.302919064,0.004502911,,0.044520351,0.052880033,-0.016557199,0.001765841,-0.010926817,-0.019259888,,0.007557728,,-0.162402854,,0.021829557,0.004509288,0.033356076,,0.076063361,-0.015577079,,0.035250022,-0.025722453,,0.115291883,0.041669816,,0.089251447,,-0.050360812,0.016337236,0.058641207,0.028905198,0.053292488,-0.031043271,-0.014616999,0.080847777,,-0.087844872,,,,-0.005843051,0.037976347,0.009444134,-0.038263777,-0.000842985,0.016417384,0.011768077,-0.017720107,-0.035845434,,-0.001431108,,0.082004808,-0.046836734,0.043794004,-0.014844224,-0.020274976,-0.003454262,0.081123224,0.028463384,,0.036473345,-0.002183837,0.004789154,-0.082272552,0.067119021,,,,,0.109658551,,-0.006132818,0.069101131,,0.611556195,,0.036503359,0.015147139
ASKR,,0.026248011,,0.446017338,0.021790452,,0.004751062,0.025309717,0.045012597,-0.038135701,0.020975329,0.04456217,0.089137538,0.067900647,,0.068104348,0.024475985,-0.052180598,0.227447298,0.247410789,-0.020880563,-0.043609544,-0.035153653,0.019918908,0.12671858,0.065032463,0.153674356,0.046921907,-0.13078107,0.091080896,,0.49830601,0.160673136,0.068977794,0.007377629,,0.050007321,0.063790356,0.211783408,,-0.062470385,-0.026876079,,,0.110031909,0.073634042,,-0.024530759,,0.011861335,0.017744579,0.01664145,-0.027186884,0.02749448,,-0.009776436,,,0.086210861,,0.009579036,-0.140956179,0.075995446,0.148404364,0.132747334,,0.384132905,-0.040189923,-0.007394028,0.064346211,-0.003730753,,0.068112302,0.009929114,0.073676852,-0.021552247,,0.004403178,-0.209736021,-0.057537262,-0.021215459,0.016093506,-0.009310647,0.021228896,0.323440109,0.077121576,0.04437411,0.037490683,0.034171477,,0.133249758,0.163623982,0.019314859,0.086832921,0.027207865,-0.050243505,,0.075781922,,-0.001035796,0.088350191,-0.004367593,-0.026336164,-0.000728844,0.118756837,0.138022155,0.043926836,,-0.03827188,0.088551624,,0.224705742,-0.125222652,0.044821103,-0.250929312,,,-0.061684753,0.004893659,-0.000738176,0.205655246,0.261830377,0.175405608,0.010177022,,-0.012975862,0.067655018,,,-0.011195896,,-0.006911662,0.047154541,0.065278546,-0.008939968,-0.000510701,0.007832409,0.661162617,0.058248519,-0.107240033,,0.119888535,0.064267115,0.071534822,0.085185817,0.004135853,0.029540799,0.01505385,0.174253103,,0.008958089,0.014191247,-0.046051618,,0.045140553,-0.011843418,,,,0.016405759,,0.036712619,-0.00760758,0.276045529,0.55492808,,0.096893859,-0.070745686
AUAL,,0.196288885,-0.029636487,,0.086904214,0.116194105,,0.205669308,0.216249237,,-0.01026417,,0.052578756,0.037486307,,-0.01935614,0.016461012,0.182284171,-0.057360488,,0.381215244,0.238031295,-0.007381957,0.029609592,0.018652773,0.031869281,0.165344709,0.026472418,0.190147037,0.093219516,,,0.024134636,-0.032318879,0.034688924,-0.031811734,-0.029963385,-0.076058126,-0.019121398,-0.002820579,0.002564389,0.02396472,,,-0.021879115,-0.182686384,,-0.036263619,,,-0.021887901,0.006349437,-0.174518045,0.045263426,,,,,,,0.024142535,0.029614558,0.066139161,0.004777565,,0.036865655,0.024567531,,-0.002148555,-0.010202931,,,0.154013589,0.203748071,0.075024611,0.010456536,-0.052667293,0.034113076,0.011550982,-0.009931421,,,0.063960163,0.08360875,-0.052034709,0.074140346,-0.039195059,0.27870994,0.108262226,,0.111066764,0.031483575,-0.045808162,-0.042152508,0.056138091,0.053451527,,0.074174404,,0.03041734,0.010663585,0.000112071,0.181397212,0.015525938,-0.056557899,-0.035611689,0.105206547,-0.000795726,0.146703457,-0.013306881,-0.00826078,0.036065333,0.01771606,-0.033317579,0.32826282,0.050399764,-0.053429987,0.011337975,-0.07883839,0.03946277,,,-0.007754804,0.033354647,0.025040137,,,,,0.020773583,,-0.007214509,-0.008917709,-0.070917928,-0.039701684,-0.133950199,-0.059409933,0.02548527,-0.001723388,0.109424989,-0.008750912,0.082540227,0.058917561,0.158546865,0.060734308,0.120959746,0.02857592,0.046487237,-0.003257639,,,,0.126231436,,-0.055721956,0.048684404,,,,0.01128135,,0.234351568,0.300602727,0.072952148,0.019731329,,0.02455636,0.070647216
AUAR,-0.006412207,-0.026801095,0.011312155,,0.101959307,,-0.068934888,0.078159537,-0.036509155,,-0.00908566,0.115857049,-0.010604074,0.207128796,0.063300109,0.012778208,0.218226137,-0.019592685,0.097419627,,0.045905269,0.333766704,-0.067216269,-0.025108385,-0.018589793,0.009919675,0.044664767,0.009993172,-0.003239128,0.072023677,,,-0.040480397,-0.000603478,0.031747604,-0.028587027,0.075830519,-0.007547863,-0.00842123,-0.002747733,-0.009024257,0.023021902,0.012966328,,,,,,,,0.000871946,,-0.023401894,-0.001661373,,-0.04401201,,,,,0.02393437,0.048247652,0.140581076,0.089407808,,,,0.032707391,-0.051894092,0.021910438,,,0.081088853,0.665995104,,0.001592678,,,-0.055056524,-0.019437503,,,-0.009061603,,0.130469228,0.061697343,0.395936496,0.505882794,0.000218132,,,0.028801445,0.000296663,-0.038609909,0.143636744,0.081925393,,0.118586536,,-0.003351393,-0.044757195,0.012626412,,0.037069346,,0.013117697,,-0.046287111,,,,0.049380805,0.048887975,,,,0.192994947,-0.00320588,-0.015336116,,,,0.64539516,0.167878338,,,,,,0.047018488,,-0.098071341,0.034490186,,0.007626816,0.023169299,,-0.0338323,,0.155128151,0.016087856,-0.03019158,0.019059373,0.194304954,0.357688814,0.0137459,0.157833961,0.047660627,0.176727671,,,-0.0159273,0.040750743,,,,,,,,,0.241387624,0.632050748,-0.01522391,0.010120018,,0.026434874,0.00755224
AVG,0.024998756,-0.057411624,0.068411948,0.142085138,0.004833688,-0.000415727,-0.044587769,0.060476668,0.010933689,0.047937937,0.030771492,0.052448667,0.017989459,-0.022379518,0.012245845,-0.008058089,0.009671448,0.023533822,0.018359211,-0.003337411,0.024335486,0.057975718,0.412490564,0.017652459,-0.002354249,0.012047384,0.009338598,0.022455224,,-0.011361952,,,0.03033928,-0.004305658,-0.065322247,0.085308246,-0.014317557,0.130081211,0.019285257,0.017359701,0.031843354,-0.014357633,-0.025635438,-0.146067303,,-0.00088376,,0.015970366,,0.036519871,0.019203731,0.050158057,0.033736307,0.026169333,,0.065454304,-0.009438491,-0.054666502,,,-0.018657272,-0.021203973,0.010246973,0.011929425,-0.050131541,0.096934541,-0.013626662,0.001535231,0.027474143,0.045359358,,0.087930737,-0.003067241,0.0687963,-0.017539987,-0.011942555,-0.015095678,-0.041994617,0.045810995,0.059211524,-0.025568466,0.057943052,0.015763024,-0.007362367,-0.002242572,0.03053907,0.028486735,0.043920995,0.030137121,-0.033679528,0.018001828,-0.041465735,0.019195299,-0.08072506,0.251969021,0.095037215,0.016910218,,-0.005888011,-0.046769183,0.004043452,0.04506498,0.052386117,0.014849287,0.008409442,0.016893565,0.008101862,0.440139298,-0.011716756,0.027639576,,0.265720776,0.110679279,0.110932351,0.008491188,0.118164267,-0.061664152,0.042468788,0.001046983,-0.008558824,,0.048604308,0.0781579,0.042812427,0.218013306,-0.059124896,0.172764287,0.192006324,,0.069681645,0.126108145,-0.002623092,-0.05579014,0.082570976,-0.010244477,-0.023108778,-0.027679236,0.00963013,0.021033901,0.019672318,0.045593101,-0.093970931,0.065487542,-0.004747152,0.064090501,-0.021987359,0.068167322,0.045206791,0.050311127,,0.039315468,-0.013278047,0.017172017,0.030614661,0.025830973,0.223766322,,,0.085338203,0.016499462,,0.011656648,0.06281932,0.028252551,0.046319711,0.275577255,0.17763402,0.053007015
AWAL,0.085315424,-0.123992595,0.209996215,0.069060085,0.037640453,0.106933602,0.019399725,-0.040232034,0.16342297,,0.183010993,0.071136762,0.214840211,0.059741888,0.048746646,0.016549028,0.050190471,0.170535888,0.039963606,,0.166599118,0.268081889,-0.008706798,0.278957643,0.203653842,0.175586691,0.091183812,0.033012832,,0.044276864,0.021920295,,-0.073918814,-0.018703113,-0.021238456,,0.00834832,-0.033667068,-0.00627477,,0.054585955,0.02574004,0.050548469,0.021379378,-0.001420784,-0.197154525,-0.033769944,,,-0.023297933,0.091888956,-0.033404599,0.003647445,0.022124279,-0.012279085,-0.002519592,,0.057345217,0.015074899,,-0.018113983,-0.014974923,0.01705924,0.072653996,0.178909952,,,-0.086262913,-0.000889725,0.004630418,0.069517685,,0.11004448,0.035427693,0.063870186,9.54E-05,,0.050008591,0.051288981,0.015368012,-0.014045015,,0.006439042,,0.033779505,0.289327901,0.08578958,0.070079778,0.019474029,,0.155805546,0.038977543,0.022232054,0.08736909,-0.008904856,0.000969488,,0.031710527,0.136252818,0.013012447,-0.020571664,-0.042708174,,0.025230907,,-0.036469319,0.010543461,-0.022802933,0.021430999,-0.026131854,,0.296779454,0.018477264,,0.018043513,,-0.0057277,0.025820769,0.053136905,0.054489669,0.120940998,-0.010132045,0.034533379,0.043537862,0.040627128,-0.066293581,,,,0.043869183,-0.004705396,2.47E-05,0.032898804,-0.003990786,0.012612654,0.003150823,-0.029469461,-0.03282654,-0.100845128,0.037353405,0.04536914,0.018300694,0.028097998,0.082301532,0.030280468,-0.00896904,0.023328301,0.046273381,0.026047145,,0.065669324,-0.022859406,0.047429149,,-0.020879151,,,,0.106922306,0.051529403,,0.004722521,0.002763949,-0.013554286,0.125945733,,0.017088684,-0.008921951
AWAR,-0.002385778,-0.040795007,,0.001201339,-0.011792876,0.209952671,,0.054082475,0.070785858,0.03907875,0.019790445,0.009309329,0.044833595,0.040309877,0.032401126,-0.03000239,-0.022904282,0.037103239,-0.009559626,0.645170016,-0.030852383,0.155332705,0.028712696,0.131200868,0.39519023,0.102493565,0.271012948,0.199089205,-0.018251559,0.003486156,0.024696466,,-0.052032354,0.028457551,-0.178736671,-0.103787834,0.019831803,0.068840643,0.008233434,,0.000461385,-0.065712739,,,,0.028725788,,-0.008071515,,0.00346629,0.053737905,0.033002569,-0.003483901,0.033776913,-0.031285381,0.013155217,,0.115061514,0.040075601,,,0.010351849,0.044437576,0.047008674,0.173088048,-0.004808159,0.04582113,-0.013423581,0.0133879,0.03440963,0.044158496,,0.034239716,0.040086182,0.003141158,0.039210136,0.00155757,-0.03616076,0.020988132,0.006979282,-0.001570039,,-0.01464689,,,0.122282573,0.184711508,0.014259116,0.146591793,,0.074735711,,0.055565383,0.16569917,0.037064166,-0.005667692,,-0.003945211,,-0.051376093,-0.111533119,0.044888358,,-0.041935205,0.045902972,-0.038721982,-0.050153088,0.743577816,0.123249242,0.035399633,,-0.013697989,0.046334179,,,0.068844594,,0.002247385,0.175792702,-0.139109658,0.36523775,0.078206808,0.183190302,-0.016641986,0.026443106,-0.030781824,,,,-0.058745223,0.005000847,0.024757747,-0.046664945,0.006476412,-0.007206529,0.007792207,0.116595197,,0.097605277,0.040551039,,0.02278488,0.116333221,0.081706189,0.090838067,0.022934823,-0.004020824,0.058808386,0.038295932,0.001773244,0.015447296,-0.013102343,,0.025782527,,,-0.063307742,0.108887725,0.051920481,0.002730254,0.002894558,-0.016295191,0.093862305,0.087185908,0.032338779,-0.026774734,0.081194058,0.042204118
AWBL,0.032956468,0.017337293,0.176614411,0.030917016,0.027232337,0.120548155,0.070084799,0.017207043,0.095627669,-0.030094709,0.088563417,0.085238702,0.212981362,0.068407477,0.043570465,0.056851948,0.016275583,0.048598535,0.110262544,,0.027682742,0.010553803,0.000139395,0.102623087,0.13146479,0.436516173,0.145200808,0.093988013,0.111821347,0.020099935,0.021161629,0.14673519,0.02665879,0.030476698,0.029349147,-0.007317214,0.021525903,0.00369605,0.073025392,-0.012029292,0.03074615,0.013877882,0.119784013,0.030733512,0.021384095,0.057390294,0.057160012,0.047091526,-0.000402824,0.057640818,0.075145725,-0.009879071,0.023278664,-0.003071244,0.013845158,0.016210639,,-0.024066338,-0.076074661,-0.025864818,0.005026781,0.01416237,0.066700247,0.097803696,0.439193601,0.002939252,-0.010781125,-0.020561695,-0.02282518,0.004612791,-0.113769165,-0.005860201,0.037192418,0.002331401,0.00401054,0.042155835,0.026597829,0.05064094,0.069277024,0.021864231,0.00968751,0.059348077,0.051827159,0.007101368,0.018483187,0.121098674,0.052280251,0.06127159,0.034986697,-0.01235512,0.060299361,0.050157315,0.083870888,0.050930015,-0.011896863,-0.01632525,,0.002650094,-0.008394701,-0.003453336,0.031938746,0.010562017,0.002461715,0.008513224,0.258562492,0.048668736,0.16643281,-0.012218041,0.001485151,0.048464427,-0.050569253,-0.024669618,0.002769455,0.051515942,-0.120691106,0.064711516,0.00306976,0.027878888,0.00196606,0.147195926,-0.123032227,0.119039585,0.072442777,0.02095461,0.076638927,-0.072311293,0.108680427,,0.045162163,-0.012721064,-0.012241356,-0.022860851,-0.021743214,-0.017132855,0.011918854,-0.010075791,-0.011907576,0.03770918,0.007208601,0.059232731,0.078791843,0.115622634,0.009177228,0.020436068,0.043411336,0.041956183,0.027371499,0.079881367,0.036473015,0.015023153,0.065969098,0.011830695,0.030052569,0.093192802,0.034797102,-0.029899737,-0.043309596,-0.036574873,0.04409387,0.022856652,0.016343336,-0.000384852,0.029716862,0.147422315,0.101740446,0.075086331,0.017674638,-0.003964814
AWBR,-0.021778184,-0.004350959,0.157132022,0.123428658,0.043111493,0.114307484,0.288387203,0.00363193,0.082102848,0.133941916,0.083294054,0.158132127,0.184718643,0.192335,0.024024344,0.072568039,0.041409916,0.053883435,0.127109663,0.397210778,-0.014971954,0.077090791,0.039949447,0.059843752,0.201292272,0.08199403,0.400597462,0.098558006,0.102533063,0.041039055,0.014794246,0.375670358,-0.01147897,-0.007283369,0.014829244,-0.026238967,0.018131465,0.009998528,0.067870554,-0.039114648,-0.023273499,0.011626063,0.0930781,0.041837539,0.015059508,0.026507067,0.075809542,0.093714353,0.009392251,0.001794528,0.050027328,0.089662918,-0.013327086,0.024010279,0.036029375,-0.009214621,0.398098009,-0.048336045,-0.025467459,,0.025758745,0.02144484,0.023792327,0.082985293,0.096028617,-0.035212288,0.059951548,-0.040108768,-0.004421941,0.08478264,0.022121591,0.082414765,0.008688216,0.026718734,0.001848023,-0.006827564,-0.003540489,-0.010217439,0.026973367,0.013194903,-0.026517256,-0.022662753,0.097556273,0.068779579,0.567881734,0.031212138,0.147017438,0.021843681,0.102506937,,0.041706761,0.023890178,0.031739687,0.183999894,-0.010599983,0.008298879,0.046817398,-0.027391671,-0.024949322,-0.010687677,-0.031065916,-0.023931676,-0.039262032,-0.013636644,0.144346863,0.059017702,0.05755055,0.28049867,-0.004171836,0.013133435,-0.018751899,0.008285403,-0.023986763,0.042857875,-0.004142662,-0.005359772,-0.016042072,0.00621744,0.037160373,0.179182469,0.221827937,0.095458323,0.219954144,0.028290125,0.049213943,0.016208577,0.084717022,-0.01202859,,-0.003894453,0.051065329,-0.023244392,-0.010887703,-0.016507631,-0.035171416,0.002357302,0.018856752,-0.010580495,0.075860809,0.023755781,0.112945206,0.060545199,0.028696673,0.04951139,0.03217583,-0.037262917,0.064319136,0.034874412,0.091845911,0.032206749,0.12000553,0.033558194,0.066045382,0.034303856,0.070474468,-0.01154244,-0.003255806,,0.027619767,0.069581134,-0.024503494,0.065239176,0.015322203,0.058643599,0.039463384,,0.01072333,0.012508177
